uid,mass_avg_log1p,mass_var_log1p,light_element_fraction,heavy_element_fraction,en_atom_mean,en_atom_std,en_diff_mean_filled,en_diff_max_filled,en_diff_var_filled,en_diff_missing_flag,is_ionic_like_clean,gap_pbe_log1p,gap_pbe_near_zero_flag,alpha_el_mean_log1p,alpha_el_inplane_mean_log1p,alpha_el_out_of_plane_log1p,alpha_el_anisotropy_log1p,alpha_el_anisotropy_ratio,alpha_el_ratio_z_xy,alpha_el_xy_anisotropy_ratio,has_inversion_symmetry,is_janus_like_clean,is_janus_like_missing_flag,pointgroup__neg1,pointgroup__neg3,pointgroup__neg3m,pointgroup__neg4,pointgroup__neg42m,pointgroup__neg6m2,pointgroup__n_1,pointgroup__n_2,pointgroup__n_2_over_m,pointgroup__n_222,pointgroup__n_3,pointgroup__n_32,pointgroup__n_3m,pointgroup__n_4_over_mmm,pointgroup__n_422,pointgroup__n_6mm,pointgroup__m,pointgroup__mm2,pointgroup__mmm,layergroup__c2_over_m11,layergroup__c211,layergroup__c222,layergroup__cm11,layergroup__cm2e,layergroup__cm2m,layergroup__cmm2,layergroup__cmme,layergroup__cmmm,layergroup__pneg1,layergroup__pneg3,layergroup__pneg31m,layergroup__pneg3m1,layergroup__pneg4,layergroup__pneg42_1m,layergroup__pneg42m,layergroup__pneg4m2,layergroup__pneg62m,layergroup__pneg6m2,layergroup__p1,layergroup__p112,layergroup__p112_over_a,layergroup__p112_over_m,layergroup__p11a,layergroup__p11m,layergroup__p2_over_b11,layergroup__p2_over_m11,layergroup__p211,layergroup__p2_1_over_b11,layergroup__p2_1_over_m11,layergroup__p2_111,layergroup__p2_122,layergroup__p2_12_12,layergroup__p3,layergroup__p312,layergroup__p31m,layergroup__p3m1,layergroup__p4_over_mbm,layergroup__p4_over_mmm,layergroup__p4_over_nbm,layergroup__p4_over_nmm,layergroup__p42_12,layergroup__p6mm,layergroup__pb11,layergroup__pb2_1a,layergroup__pb2_1m,layergroup__pb2n,layergroup__pbma,layergroup__pm11,layergroup__pm2_1b,layergroup__pm2_1n,layergroup__pm2a,layergroup__pm2m,layergroup__pmam,layergroup__pman,layergroup__pmm2,layergroup__pmma,layergroup__pmmm,layergroup__pmmn
1CdI2-1,4.812753299,3.86404631,0,1,2.336666667,0.457262385,0.97,0.97,0,0,0,1.204576246,0,0.74556,0.904169703,0.324329848,0.735624026,0.981187082,0.260635804,0.003042702,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1CdI2-2,4.812753299,3.86404631,0,1,2.336666667,0.457262385,0.97,0.97,0,0,0,1.142863507,0,0.947419684,1.151907257,0.342663494,1.013608893,1.111764406,0.188841357,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1CoBr2-1,4.302897745,4.592383992,0,0,2.6,0.509116883,1.08,1.08,0,0,0,0.160359962,0,1.242848183,1.509849137,0.295883315,1.430726148,1.290518645,0.097648498,5.520472906e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1CoCl2-1,3.790480411,4.816603284,0.666666667,0,2.733333333,0.603397787,1.28,1.28,0,0,0,0.154881021,0,1.388715326,1.67913386,0.267937512,1.620133424,1.346901848,0.07045901,0.008236653,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1CrO2-2,3.367226862,5.666260591,0.666666667,0,2.846666667,0.839100047,1.78,1.78,0,0,1,0.347629122,0,1.665178278,1.938218914,0.676566085,1.788296253,1.161582243,0.162638984,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1CrS2-1,3.68148552,4.492235617,0.666666667,0,2.273333333,0.433692159,0.92,0.92,0,0,0,0.629907725,0,1.947317541,2.25778178,0.644936176,2.158251559,1.273905151,0.105802464,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1CrSe2-1,4.262388755,5.091908868,0,0,2.253333333,0.419550024,0.89,0.89,0,0,0,0.521909679,0,2.100033335,2.425595313,0.63201982,2.344451624,1.315513716,0.085499106,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1CrTe2-2,4.638592067,7.147727946,0,0.666666667,1.953333333,0.207417989,0.44,0.44,0,0,0,0.37382534,0,2.334316831,2.677286756,0.629178459,2.615167464,1.359038204,0.064675641,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1FeBr2-3,4.28887371,4.864685063,0,0,2.583333333,0.532687109,1.13,1.13,0,0,0,0.233641693,0,1.943813933,2.278788291,0.3551141,2.234145394,1.393153121,0.048642455,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1FeCl2-3,3.766958697,4.537262499,0.666666667,0,2.716666667,0.626968013,1.33,1.33,0,0,0,0.300822916,0,1.718021058,2.036874092,0.327323811,1.985042395,1.372990606,0.058088115,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1GeI2-1,4.6987516,6.485392506,0,0.666666667,2.443333333,0.306412939,0.65,0.65,0,0,0,1.083146089,0,1.267376429,1.52905308,0.3555437,1.431948558,1.248999121,0.118145882,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1GeO2-1,3.580068548,6.570437846,0.666666667,0,2.963333333,0.674108465,1.43,1.43,0,0,0,1.534998053,0,0.600572053,0.753502522,0.199365995,0.643851483,1.097961062,0.196214124,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1GeO2-2,3.580068548,6.570437846,0.666666667,0,2.963333333,0.674108465,1.43,1.43,0,0,0,1.387911393,0,0.505694885,0.631938069,0.192194254,0.51243266,1.017032719,0.240459774,0.0004227483474,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1GeS2-1,3.841242823,5.904710652,0.666666667,0,2.39,0.268700577,0.57,0.57,0,0,0,0.852069691,0,0.931302656,1.142737174,0.294728364,1.026964841,1.165666518,0.160518601,0.0001129958561,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1GeS2-2,3.841242823,5.904710652,0.666666667,0,2.39,0.268700577,0.57,0.57,0,0,0,0.547555777,0,1.325626467,1.602660607,0.308346717,1.527154656,1.304032966,0.091062048,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1HfBr2-1,4.734143707,7.678244025,0,0.333333333,2.406666667,0.782531505,1.66,1.66,0,0,0,0.549352501,0,1.525566181,1.823668059,0.339439577,1.756197629,1.331494307,0.077804876,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1HfCl2-1,4.432363222,8.422391138,0.666666667,0.333333333,2.54,0.876812409,1.86,1.86,0,0,1,0.646056386,0,1.393640868,1.680207624,0.303906605,1.611740783,1.324157532,0.081330276,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1HfI2-1,4.977400187,6.384267644,0,1,2.206666667,0.641110148,1.36,1.36,0,0,0,0.48839576,0,1.736338605,2.052143574,0.378726774,1.991176572,1.352318444,0.067863395,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1HfO2-1,4.264968336,8.677338253,0.666666667,0.333333333,2.726666667,1.008805674,2.14,2.14,0,0,1,1.753829793,0,0.624913262,0.787352182,0.189886079,0.687359516,1.138666521,0.17461347,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1HfO2-2,4.264968336,8.677338253,0.666666667,0.333333333,2.726666667,1.008805674,2.14,2.14,0,0,1,1.700617537,0,0.502721305,0.634096374,0.173118223,0.528455949,1.065976885,0.213490198,0.0001396653657,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1HfS2-1,4.405132623,8.469227449,0.666666667,0.333333333,2.153333333,0.603397787,1.28,1.28,0,0,0,0.798014905,0,1.256950874,1.526999874,0.289216091,1.451370756,1.29994722,0.093048944,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1HfS2-3,4.405132623,8.469227449,0.666666667,0.333333333,2.153333333,0.603397787,1.28,1.28,0,0,0,1.129484565,0,0.843956563,1.042146075,0.267014556,0.927917209,1.153661366,0.166763062,0.0001825065466,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1HfSe2-1,4.728661344,7.697074022,0,0.333333333,2.133333333,0.589255651,1.25,1.25,0,0,0,0.355267021,0,1.550114169,1.853260572,0.318340504,1.792716627,1.348527676,0.069666025,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1HfSe2-2,4.728661344,7.697074022,0,0.333333333,2.133333333,0.589255651,1.25,1.25,0,0,0,0.594698623,0,1.399379547,1.682734793,0.334723975,1.605970943,1.304653303,0.090760709,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1HfSe2-3,4.728661344,7.697074022,0,0.333333333,2.133333333,0.589255651,1.25,1.25,0,0,0,0.988638065,0,0.958635008,1.176038716,0.293703017,1.064753154,1.181570099,0.152301685,0.0005393011667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1HfTe2-2,4.980611273,6.356991568,0,1,1.833333333,0.377123617,0.8,0.8,0,0,0,0.123661786,0,1.939098139,2.272191348,0.375805513,2.224025655,1.385048568,0.052428806,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1HfTe2-3,4.980611273,6.356991568,0,1,1.833333333,0.377123617,0.8,0.8,0,0,0,0.687103499,0,1.162392311,1.410897082,0.331788603,1.309999956,1.231436974,0.126937105,0.0004976665929,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1HgBr2-1,4.796886364,8.082615776,0,0.333333333,2.64,0.45254834,0.96,0.96,0,0,0,1.332745668,0,0.668621331,0.81453612,0.291459128,0.655917052,0.974109308,0.268954308,0.105532853,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1HgBr2-2,4.796886364,8.082615776,0,0.333333333,2.64,0.45254834,0.96,0.96,0,0,0,1.100980659,0,0.743431932,0.908463128,0.29892477,0.757107043,1.026250704,0.235330253,0.0001494219567,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1HgCl2-2,4.516302542,8.709674797,0.666666667,0.333333333,2.773333333,0.546829244,1.16,1.16,0,0,0,1.24353396,0,0.621310368,0.761765499,0.262354413,0.610888625,0.977596097,0.262673229,0.0003966723841,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1HgF2-1,4.388613229,8.899583883,0.666666667,0.333333333,3.32,0.933380951,1.98,1.98,0,0,1,1.003613423,0,0.464461554,0.58473668,0.169265727,0.476286077,1.03201575,0.232134125,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1HgI2-1,5.02692413,7.096485166,0,1,2.44,0.311126984,0.66,0.66,0,0,0,0.932348982,0,0.891192879,1.084015637,0.337223683,0.938238419,1.081666625,0.204981682,0.0003380859693,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1HgI2-2,5.02692413,7.096485166,0,1,2.44,0.311126984,0.66,0.66,0,0,0,1.170561965,0,0.784227233,0.950354863,0.335675732,0.798740757,1.026897161,0.251404543,0.211382413,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1MgBr2-1,4.133100424,6.533707698,0.333333333,0,2.41,0.777817459,1.65,1.65,0,0,0,1.720640492,0,0.616650527,0.749017257,0.283896123,0.580328717,0.92249856,0.2944559,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1MgBr2-2,4.133100424,6.533707698,0.333333333,0,2.41,0.777817459,1.65,1.65,0,0,0,1.661008569,0,0.479252273,0.573829182,0.25812245,0.39241617,0.781557883,0.379971508,0.0001899596855,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1MgCl2-1,3.488444842,3.353492378,1,0,2.543333333,0.872098364,1.85,1.85,0,0,1,1.937472126,0,0.49130123,0.594016589,0.247506067,0.42554334,0.836044967,0.346166437,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1MgCl2-2,3.488444842,3.353492378,1,0,2.543333333,0.872098364,1.85,1.85,0,0,1,1.83943544,0,0.38061211,0.452183882,0.219984929,0.281927791,0.703145697,0.430366152,0.0001042471368,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1MgF2-1,3.080395061,1.98220378,1,0,3.09,1.258650071,2.67,2.67,0,0,1,2.144110269,0,0.230999413,0.272056495,0.143453541,0.147046626,0.609593171,0.493355749,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1MgI2-1,4.540115976,7.757928433,0.333333333,0.666666667,2.21,0.636396103,1.35,1.35,0,0,0,1.452274518,0,0.798337725,0.969791045,0.329841023,0.809438567,1.020298605,0.238639678,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1MgI2-2,4.540115976,7.757928433,0.333333333,0.666666667,2.21,0.636396103,1.35,1.35,0,0,0,1.49429486,0,0.610127691,0.733948642,0.304110003,0.546890831,0.865827852,0.328091242,3.131722927e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1MnBr2-2,4.284716957,4.938146089,0,0,2.49,0.664680374,1.41,1.41,0,0,0,1.020792801,0,0.590217377,0.718632631,0.269943074,0.554882632,0.922121365,0.294676901,0.0009143681203,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1MnCl2-2,3.759943513,4.447299636,0.666666667,0,2.623333333,0.758961279,1.61,1.61,0,0,0,1.106865999,0,0.487291883,0.593320011,0.234067533,0.435837697,0.869973447,0.325597354,0.0001862334154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1MnI2-2,4.643550803,7.049067602,0,0.666666667,2.29,0.523259018,1.11,1.11,0,0,0,0.799279325,0,0.727253507,0.88443895,0.311093607,0.721106873,0.988142039,0.256689976,0.0003530980953,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1MnO2-1,3.400486018,5.822878703,0.666666667,0,2.81,0.890954544,1.89,1.89,0,0,1,0.757149158,0,1.030869838,1.279160602,0.20152445,1.215018328,1.31430629,0.086082763,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1MnS2-1,3.705884053,4.764834938,0.666666667,0,2.236666667,0.485546656,1.03,1.03,0,0,0,0,1,2.511247219,2.879510883,0.29990875,2.859673484,1.45365811,0.020810708,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1MoO2-1,3.776188009,7.259454237,0.666666667,0.333333333,3.013333333,0.603397787,1.28,1.28,0,0,0,0.648357267,0,1.323673503,1.61188849,0.220787647,1.561341466,1.365592578,0.061575795,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1MoS2-1,3.995567268,6.811350124,0.666666667,0.333333333,2.44,0.197989899,0.42,0.42,0,0,0,0.947940333,0,1.65874151,1.972982251,0.317655097,1.919594165,1.36811814,0.060383832,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1MoSe2-1,4.450043474,4.175366076,0,0.333333333,2.42,0.183847763,0.39,0.39,0,0,0,0.842186901,0,1.790132932,2.113790088,0.344739253,2.062796322,1.376272157,0.056544856,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
