uid,mass_avg_log1p,mass_var_log1p,light_element_fraction,heavy_element_fraction,en_atom_mean,en_atom_std,en_diff_mean_filled,en_diff_max_filled,en_diff_var_filled,en_diff_missing_flag,is_ionic_like_clean,gap_pbe_log1p,gap_pbe_near_zero_flag,alpha_el_mean_log1p,alpha_el_inplane_mean_log1p,alpha_el_out_of_plane_log1p,alpha_el_anisotropy_log1p,alpha_el_anisotropy_ratio,alpha_el_ratio_z_xy,alpha_el_xy_anisotropy_ratio,has_inversion_symmetry,is_janus_like_clean,is_janus_like_missing_flag,pointgroup__neg1,pointgroup__neg3,pointgroup__neg3m,pointgroup__neg4,pointgroup__neg42m,pointgroup__neg6m2,pointgroup__n_1,pointgroup__n_2,pointgroup__n_2_over_m,pointgroup__n_222,pointgroup__n_3,pointgroup__n_32,pointgroup__n_3m,pointgroup__n_4_over_mmm,pointgroup__n_422,pointgroup__n_6mm,pointgroup__m,pointgroup__mm2,pointgroup__mmm,layergroup__c2_over_m11,layergroup__c211,layergroup__c222,layergroup__cm11,layergroup__cm2e,layergroup__cm2m,layergroup__cmm2,layergroup__cmme,layergroup__cmmm,layergroup__pneg1,layergroup__pneg3,layergroup__pneg31m,layergroup__pneg3m1,layergroup__pneg4,layergroup__pneg42_1m,layergroup__pneg42m,layergroup__pneg4m2,layergroup__pneg62m,layergroup__pneg6m2,layergroup__p1,layergroup__p112,layergroup__p112_over_a,layergroup__p112_over_m,layergroup__p11a,layergroup__p11m,layergroup__p2_over_b11,layergroup__p2_over_m11,layergroup__p211,layergroup__p2_1_over_b11,layergroup__p2_1_over_m11,layergroup__p2_111,layergroup__p2_122,layergroup__p2_12_12,layergroup__p3,layergroup__p312,layergroup__p31m,layergroup__p3m1,layergroup__p4_over_mbm,layergroup__p4_over_mmm,layergroup__p4_over_nbm,layergroup__p4_over_nmm,layergroup__p42_12,layergroup__p6mm,layergroup__pb11,layergroup__pb2_1a,layergroup__pb2_1m,layergroup__pb2n,layergroup__pbma,layergroup__pm11,layergroup__pm2_1b,layergroup__pm2_1n,layergroup__pm2a,layergroup__pm2m,layergroup__pmam,layergroup__pman,layergroup__pmm2,layergroup__pmma,layergroup__pmmm,layergroup__pmmn
1Sb2Se3-1,4.575603364,6.087718929,0,0.4,2.35,0.244948974,0.5,0.5,0,0,0,0.351453685,0,2.542855875,2.902727749,0.530762221,2.863547054,1.410350508,0.040654691,0.001447243,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Sb2Te3-1,4.838374953,2.21760917,0,1,2.08,0.024494897,0.05,0.05,0,0,0,0.290584519,0,2.937226363,3.310701511,0.577553128,3.281763748,1.434363589,0.029603977,0.001305974,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Tl2S3-1,4.624855159,8.871730381,0.6,0.4,2.196,0.470302031,0.96,0.96,0,0,0,0.548024894,0,1.27406316,1.528003413,0.410863886,1.411294486,1.204209373,0.14079383,0.016244605,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Tl2Se3-2,4.868569299,8.236309331,0,0.4,2.178,0.455605092,0.93,0.93,0,0,0,0.517994814,0,1.733161685,2.03310233,0.5306632,1.93909712,1.277761146,0.105466461,0.072940011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Y2Te3-1,4.728470418,5.887031803,0,1,1.748,0.431110195,0.88,0.88,0,0,0,0.648346748,0,1.711064552,2.009404657,0.52283358,1.912808475,1.272827263,0.106334388,0.001544749,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Ag2S3-2,4.149211464,7.230068798,0.6,0.4,2.32,0.318433667,0.65,0.65,0,0,0,0.626914253,0,1.573250586,1.867237736,0.422713256,1.784787868,1.297208068,0.096171533,0.078632613,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Al2O3-1,3.06302637,3.399539654,1,0,2.708,0.896513246,1.83,1.83,0,0,1,1.806189727,0,0.640404154,0.770026497,0.316339172,0.580946638,0.877940535,0.320820846,0.001782915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2Al2S3-1,3.434915805,1.972504807,1,0,2.192,0.47520101,0.97,0.97,0,0,0,1.419089496,0,1.239236929,1.480069853,0.452620711,1.342016537,1.152376,0.168695863,0.062262268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2Al2S3-2,3.434915805,1.972504807,1,0,2.192,0.47520101,0.97,0.97,0,0,0,1.259857486,0,0.811304748,0.998574732,0.280436847,0.87678062,1.121764073,0.18881591,0.125605895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2Al2Se3-1,4.080505915,6.476488352,0.4,0,2.174,0.460504072,0.94,0.94,0,0,0,1.16433407,0,1.468767975,1.740250529,0.49109117,1.624193776,1.21844272,0.134949827,0.068883944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2Al2Se3-2,4.080505915,6.476488352,0.4,0,2.174,0.460504072,0.94,0.94,0,0,0,0.925906456,0,0.902693808,1.096728356,0.343594089,0.952360402,1.085649431,0.205583501,0.089199368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2Al2Se3-3,4.080505915,6.476488352,0.4,0,2.174,0.460504072,0.94,0.94,0,0,0,0.841344734,0,1.493924061,1.771289979,0.47422,1.663832912,1.238806484,0.12437613,0.061273775,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Al2Te3-1,4.48133789,7.79595746,0.4,0.6,1.904,0.240049995,0.49,0.49,0,0,0,0.695578255,0,1.854776131,2.16603632,0.544372825,2.080926822,1.300842872,0.093676984,0.060740523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2As2O3-1,3.702984508,6.726546043,0.6,0,2.936,0.617271415,1.26,1.26,0,0,0,1.638308326,0,0.514246616,0.63853874,0.206779141,0.509567888,0.98838996,0.257030269,0.035587977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2As2O3-2,3.702984508,6.726546043,0.6,0,2.936,0.617271415,1.26,1.26,0,0,0,1.584374262,0,0.532975717,0.661821994,0.211350026,0.532377374,0.998552151,0.250814751,0.0003723173992,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2As2O3-3,3.702984508,6.726546043,0.6,0,2.936,0.617271415,1.26,1.26,0,0,0,1.659371607,0,0.698412284,0.846276722,0.314642948,0.693498702,0.990248139,0.277823822,0.241579473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2As2O3-4,3.702984508,6.726546043,0.6,0,2.936,0.617271415,1.26,1.26,0,0,0,1.566737267,0,0.443167662,0.550449784,0.186342497,0.424743377,0.949006761,0.279054075,4.444929102e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2As2S3-1,3.91611064,6.091120386,0.6,0,2.42,0.195959179,0.4,0.4,0,0,0,1.185400018,0,0.940961651,1.162198459,0.25729403,1.080428227,1.245446421,0.133560095,0.212370684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2As2S3-3,3.91611064,6.091120386,0.6,0,2.42,0.195959179,0.4,0.4,0,0,0,1.094581831,0,1.065856646,1.306521783,0.280177486,1.241494688,1.292886042,0.120062392,0.28400946,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2As2Te3-1,4.677758719,6.502779857,0,0.6,2.132,0.039191836,0.08,0.08,0,0,0,0.705330283,0,1.622875602,1.933530184,0.318582301,1.879440498,1.364387355,0.063440101,0.068628856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2B2O3-1,2.702930451,2.009846664,1,0,2.88,0.685857128,1.4,1.4,0,0,0,1.972442372,0,0.305448163,0.379694088,0.13804284,0.274212408,0.883160491,0.320512698,0.081334091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2Bi2O3-1,4.545328882,9.098178997,0.6,0.4,2.872,0.695655087,1.42,1.42,0,0,0,1.243262711,0,0.909161985,1.118771678,0.281065792,1.006700614,1.171575027,0.15746059,0.002558036,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Bi2S3-1,4.642735684,8.924412059,0.6,0.4,2.356,0.274342851,0.56,0.56,0,0,0,0.113230113,0,1.948924686,2.272489772,0.504610407,2.202454529,1.336491331,0.07541079,0.0008612139858,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Bi2S3-2,4.642735684,8.924412059,0.6,0.4,2.356,0.274342851,0.56,0.56,0,0,0,0.636232019,0,1.471946904,1.759355005,0.37552369,1.677645238,1.296399929,0.094777084,0.0003154315841,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Cr2S3-1,3.714410739,4.568367012,0.6,0,2.212,0.450706113,0.92,0.92,0,0,0,0.492215196,0,1.96566875,2.295538763,0.444357707,2.237550242,1.363318663,0.06265417,0.003811919,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Cr2S3-2,3.714410739,4.568367012,0.6,0,2.212,0.450706113,0.92,0.92,0,0,0,0.480673274,0,2.056465629,2.392848332,0.448280338,2.339785516,1.3755667,0.056876717,0.001032964,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Ga2O3-1,3.650362094,6.542045879,0.6,0,2.788,0.798533656,1.63,1.63,0,0,0,1.292634813,0,0.866398889,1.050353651,0.349013642,0.892560056,1.045737145,0.224714633,0.020515328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2Ga2S3-1,3.873805948,5.833173071,0.6,0,2.272,0.37722142,0.77,0.77,0,0,0,1.023652712,0,1.479232699,1.755058539,0.470725971,1.647011685,1.236568415,0.125665346,0.065572728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2Ga2Se3-1,4.334303276,3.069267126,0,0,2.254,0.362524482,0.74,0.74,0,0,0,0.68668104,0,1.779645797,2.086972256,0.50821601,2.001697824,1.299092634,0.093807166,0.034426669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2In2S3-1,4.192136508,7.405381507,0.6,0.4,2.26,0.391918359,0.8,0.8,0,0,0,1.007861336,0,1.441498555,1.710611074,0.480197912,1.594639369,1.216771318,0.135999091,0.073474112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2In2S3-2,4.192136508,7.405381507,0.6,0.4,2.26,0.391918359,0.8,0.8,0,0,0,1.001906327,0,1.433836076,1.703862171,0.466259232,1.59120948,1.223780114,0.132147506,0.066476553,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2In2Se3-1,4.546593591,5.734751907,0,0.4,2.242,0.37722142,0.77,0.77,0,0,0,0.759096671,0,1.687746766,1.984194189,0.516100202,1.888742522,1.273131331,0.10767751,0.071194972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2In2Te3-1,4.816143985,3.693837542,0,1,1.972,0.156767344,0.32,0.32,0,0,0,0.589408425,0,1.348544252,1.620623219,0.366697646,1.534828138,1.276565615,0.109204957,0.126562221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2P2O3-1,3.135015841,4.004057827,1,0,2.94,0.612372436,1.25,1.25,0,0,0,1.607026223,0,0.491007773,0.610080482,0.199446671,0.482610504,0.978447637,0.2625892,0.032316488,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2P2O3-2,3.135015841,4.004057827,1,0,2.94,0.612372436,1.25,1.25,0,0,0,1.605728449,0,0.462431526,0.573746186,0.193907269,0.445400778,0.954391424,0.276142304,0.022081286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2P2O3-3,3.135015841,4.004057827,1,0,2.94,0.612372436,1.25,1.25,0,0,0,1.625076942,0,0.607453969,0.734929291,0.290118316,0.575061294,0.929988627,0.310121537,0.221835829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2P2O3-4,3.135015841,4.004057827,1,0,2.94,0.612372436,1.25,1.25,0,0,0,1.655257444,0,0.398786511,0.494365454,0.174903489,0.370408907,0.914923569,0.298895894,0.001053304,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2P2S3-1,3.485097256,0.249243984,1,0,2.424,0.1910602,0.39,0.39,0,0,0,1.182035886,0,0.882344237,1.093917939,0.245119703,0.999304401,1.211663463,0.139869716,0.097528812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2P2S3-4,3.485097256,0.249243984,1,0,2.424,0.1910602,0.39,0.39,0,0,0,1.027007675,0,1.183907652,1.430801786,0.362728932,1.349734817,1.259927887,0.137410186,0.286900473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2P2Se3-1,4.107132448,6.316967704,0.4,0,2.406,0.176363262,0.36,0.36,0,0,0,1.095839989,0,1.047382309,1.286629777,0.26957943,1.217925114,1.286451262,0.118071396,0.250725967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2P2Se3-2,4.107132448,6.316967704,0.4,0,2.406,0.176363262,0.36,0.36,0,0,0,1.027455773,0,0.995206717,1.225657107,0.264702371,1.138725733,1.244829108,0.125931942,0.137487811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Sb2O3-1,4.08266664,7.895619748,0.6,0.4,2.884,0.680958149,1.39,1.39,0,0,0,1.510268304,0,0.929247639,1.124854959,0.363440195,1.034372121,1.183176073,0.210729461,0.427787005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2Sc2S3-1,3.643317075,3.711463402,0.6,0,2.092,0.597675497,1.22,1.22,0,0,0,0.922115143,0,1.047430908,1.276503826,0.324097782,1.163793376,1.190095813,0.148130647,0.025716747,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Y2S3-1,4.021745195,6.654863932,0.6,0.4,2.036,0.66626121,1.36,1.36,0,0,0,1.273771369,0,1.280256181,1.531764289,0.431795456,1.40764872,1.188166779,0.148916345,0.003895632,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Si2Mg3H4O9-1,2.796969633,4.360592245,1,0,2.638333333,0.847750291,1.115,2.13,0.369491667,0,1,1.470214897,0,0.519781724,0.617447318,0.29013203,0.417120223,0.759300136,0.394062681,0.0003309994968,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Br2Hf3O5-1,4.363446335,8.507755926,0.5,0.3,2.702,0.935583241,1.426666667,2.14,0.486488889,0,1,1.492381463,0,0.670381481,0.806092838,0.326901249,0.616637534,0.892882886,0.312042103,0.017646596,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Cd2Mn3O8-1,3.709108084,7.101346315,0.615384615,0.153846154,2.734615385,0.893262089,1.26,1.89,0.630466667,0,1,0.742949779,0,1.082920272,1.327970432,0.272405665,1.241470482,1.259770369,0.112901905,0.019393773,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1P2Pd3S8-1,3.913080907,6.896127549,0.769230769,0.230769231,2.432307692,0.186842338,0.26,0.39,0.031266667,0,0,1.01167761,0,1.087430329,1.298687749,0.451682671,1.129314518,1.064523328,0.214282837,0.001724701,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
